PitchNo,PAofInning,PitchofPA,Pitcher,PitcherThrows,PitcherTeam,Batter,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,ContactQuality,PlayResult,OutsonPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Direction,Angle,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,ContactPositionX,ContactPositionY,ContactPositionZ,EffectiveVelo,MaxHeight,MeasuredDuration,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ
37,2,3,Pitcher 1,Right,Team 1,Batter 6,Right,Team 2,Undefined,2,Top,1,0,2,Slider,Slider,InPlay,Undefined,GroundBall,NULL,Single,NULL,0,NULL,85.71873183,0.158236609,-1.211548477,2338.518077,36.20394765,7:15,5.776666334,0.993777944,5.662755402,-39.94119689,-2.116802187,-1.526397955,2.595800893,-0.263195615,79.53298203,-7.249169595,-1.496055497,0.442646986,100.1442555,-5.112990184,5.569008988,1039.60575,109.5548426,2.907945014,-9.881731665,131.0746637,131.0746637,-5.216006361,0.999658813,0.514227363,-1.168566245,-0.890508495,50,5.764693174,2.689884268,-124.8183955,-0.967273638,0.819852521,22.62679939,-34.0371388,1.017065734,2.52745096,0.200642563,85.15222668,5.509397386,0.999658813,1.126078597,2.558708559,0.270789366
38,3,1,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,1,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.77627648,-2.772038387,-1.060988117,2332.138654,222.0466966,1:30,5.722648476,1.073243408,6.616827293,-16.19508724,14.59860879,13.18936815,1.832247527,1.20068547,85.95740701,-5.840904702,1.453813807,0.39939482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.596507611,8.85200281,-1.006869068,50,5.527792767,2.137220915,-136.5035423,-7.090360739,-14.3360129,29.99055006,-15.46868433,NULL,NULL,NULL,94.37372409,NULL,NULL,-0.318840472,1.652870154,-1.246182611
39,3,2,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,1,1,0,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.86863986,-1.245166388,-0.984342485,1978.072977,225.8575194,1:30,5.685304022,1.142210263,6.36939731,-22.78933351,11.64041777,12.02375901,2.640250822,1.238474757,81.77896355,-5.544321766,1.293307428,0.4223169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.85171451,6.710835173,-1.076921885,50,5.584739156,1.867116453,-129.4668233,-3.491760406,-11.6810852,25.9040538,-20.73314025,NULL,NULL,NULL,89.25140463,NULL,NULL,-1.498194472,2.350263246,-1.30795916
40,3,3,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,1,2,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.53613367,-1.454887081,-2.088200707,2279.420339,227.1884082,1:30,5.746483358,1.10081734,6.310969844,-17.74957438,13.40414739,14.49733595,2.926147514,0.384736276,85.99775215,-4.801721111,0.652860135,0.401722805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.47379315,7.710449816,-0.9551148,50,5.631402289,4.506438676,-136.1830451,-4.023151682,-16.00430081,28.30765936,-17.61146058,NULL,NULL,NULL,93.8268279,NULL,NULL,-1.833562195,2.646378327,-0.427264605
41,3,4,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,1,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.19586811,-0.08441718,-1.231155305,2298.60798,227.5679048,1:30,5.771250086,1.03819641,6.263128113,-18.00183516,13.43140617,14.72140635,4.193256074,1.129820138,85.51269748,-3.483117011,1.552183656,0.403520963,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-8.365731831,7.356611445,-0.954431218,50,5.756092382,2.449091033,-135.7679815,-0.773225312,-15.68160623,28.53522388,-18.38404355,NULL,NULL,NULL,93.4087196,NULL,NULL,-1.379243769,4.017967554,-1.209709811
42,3,5,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,2,3,1,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.08473453,-1.791656034,-1.553591246,2365.660375,211.7011748,1:00,5.761211118,1.011735455,6.626093518,-15.0115393,16.00735906,9.902778001,2.868757807,0.41422541,85.72800806,-4.636245561,0.328459562,0.400852598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-5.875463179,9.312379791,-0.91083387,50,5.633673379,3.38571443,-135.6196491,-4.687286948,-11.02167373,27.65711124,-14.70512592,NULL,NULL,NULL,94.03051561,NULL,NULL,0.896836449,2.826455639,-0.417301745
43,3,6,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,2,3,2,Slider,Slider,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,86.35018137,-1.782912937,-1.651505251,2267.659687,149.005616,11:00,5.69866292,1.132117966,6.135454565,-34.57760126,1.73569756,-1.060873847,1.16836301,-0.482891434,81.06988587,-8.195821548,-1.849894713,0.433714928,95.74551473,62.37469047,-13.10456676,NULL,NULL,NULL,NULL,7.362715976,7.065281946,46.65780442,0.041394653,0.212572858,1.330442303,-1.005716277,50,5.544419978,3.660257993,-125.8227302,-4.97792445,0.347883526,20.53483687,-29.99672938,2.450070716,1.309365908,0.392650427,86.90587783,1.309365908,0.039413014,2.832857311,1.370056596,0.43722447
44,3,7,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,2,3,2,Fastball,Fastball,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,94.54823696,-1.897611301,-2.325925954,2327.890045,212.2765445,1:00,5.723172028,0.897348986,6.598085056,-13.69449425,16.4595125,10.411727,2.841605934,-0.366820345,86.93918127,-4.493535198,-0.348189408,0.395224658,77.62687956,-152.2784489,64.51408246,4783.199593,-101.0085918,101.7790068,-43.55756109,195.9515768,71.93181765,-157.9121681,4.688344116,-6.357014734,9.587264573,-0.743299388,50,5.587953934,5.277770687,-137.6679622,-4.977857267,-12.27710019,28.75328226,-13.65846968,1.741394705,2.846867549,0.265134267,95.36949622,102.0344481,1.477646173,2.148261926,2.898838442,0.362174172
45,3,8,Pitcher 1,Right,Team 1,Batter 7,Left,Team 2,Undefined,2,Top,2,3,2,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,94.12500281,-2.001316928,-1.961683762,2267.819931,214.6471421,1:15,5.74262291,0.959231816,6.43496909,-15.63298674,15.04237999,10.4129996,2.599062258,0.023710854,86.41210896,-4.956881378,0.013163566,0.398626714,105.2987725,-3.096191375,7.966836707,1582.816721,109.4953652,8.486124595,-10.52080747,175.730028,152.8517152,-7.103622518,1.334274292,-6.245148901,8.799913874,-0.82477569,50,5.593321731,4.370200822,-137.0227751,-5.275815737,-11.92026716,29.15305871,-15.37743954,1.115699107,2.553518889,-0.053318066,94.5555708,9.040571859,1.135540959,1.218495667,2.581852747,-0.023771079
46,1,1,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,97.48426064,-2.199584238,2.164402876,2525.564098,162.0729896,11:30,6.769588589,-1.635607811,6.691880282,-10.35075203,18.0369061,-5.842812567,3.893293442,-0.142429688,89.21236674,-4.169646758,1.050187836,0.383474334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.836119074,10.61405323,1.494053924,50,6.619020319,-5.186247551,-141.9120001,-5.768424268,7.833700972,32.05712403,-10.49919502,NULL,NULL,NULL,98.29178436,NULL,NULL,-1.675735971,3.664184219,0.087789062
47,1,2,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,1,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.83054461,-3.127340058,1.240259613,2348.319824,148.39616,11:00,6.623986728,-2.058165712,6.349887262,-12.55781739,18.57914439,-11.44766048,2.69564801,-1.870458575,85.78742498,-5.497924839,-0.933083622,0.401614732,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.625999096,11.06718927,1.973749411,50,6.391224874,-2.595902514,-136.4636611,-7.850969185,12.48418717,30.26497286,-11.32211962,NULL,NULL,NULL,93.85207643,NULL,NULL,-1.227887645,2.437878607,1.916438586
48,1,3,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,2,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.42000411,-4.04105047,2.054178166,2511.385847,159.9035946,11:15,6.715249187,-1.662683239,6.465976261,-9.288250491,20.02307912,-7.334926055,2.221589267,-0.386671881,88.47514646,-5.79341312,0.662584046,0.389663097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.583324077,12.09570173,1.5213097,50,6.425874828,-4.793880376,-140.0985078,-10.1965321,9.144975274,30.49210033,-8.039841282,NULL,NULL,NULL,96.73068045,NULL,NULL,-0.819218696,1.993043986,0.362138547
49,1,4,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,2,1,ChangeUp,ChangeUp,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,89.4954792,-3.172957105,2.677498752,1834.247665,142.0902156,10:45,6.578061504,-2.021502857,6.596331377,-20.38425106,13.4320809,-10.48223698,1.966565068,-0.440456683,82.37076045,-7.022866866,0.684670384,0.418537877,90.73496285,-33.46903872,26.54924187,3535.699305,87.95200413,45.02556989,-66.0636486,311.6656802,260.1447579,-46.12021452,3.882982788,6.509612941,8.273742395,1.843407486,50,6.352750245,-5.787196803,-130.1282466,-7.801619886,11.20451281,26.33033025,-17.93307086,2.909713767,2.124760969,0.407534413,90.05726498,54.6471749,3.033910115,3.069546354,2.168191051,0.461240835
50,1,5,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,90.33381354,-2.385621281,2.813188447,2512.568684,212.0755637,1:00,6.663027356,-1.855872327,6.326246256,-27.56643336,5.775469874,3.6369406,2.165258387,1.039630931,83.83878402,-7.537745264,3.497919973,0.415591553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.282002275,3.756333722,1.649019383,50,6.475599579,-6.56857123,-131.4120873,-6.323658916,-2.263157271,25.36470451,-25.54287937,NULL,NULL,NULL,90.69572338,NULL,NULL,-0.527494423,1.903819191,-1.15895853
51,1,6,Pitcher 1,Left,Team 2,Batter 6,Right,Team 1,Undefined,2,Bottom,0,3,2,ChangeUp,ChangeUp,InPlay,Undefined,GroundBall,NULL,Error,NULL,0,NULL,88.11848647,-2.25759385,3.051087794,1663.779447,120.135538,10:00,6.514189242,-1.969467025,6.784103939,-27.34082736,7.371604283,-12.74839504,2.171075549,-0.244183975,80.94475452,-7.449915721,0.615021217,0.424047041,77.35693446,-37.12657446,6.148923301,4033.987921,NULL,NULL,NULL,81.55221784,81.55221784,-38.79971708,0.771425781,7.951473579,4.735854089,1.776337476,50,6.356906751,-6.491304432,-128.1905331,-5.793201428,13.22988736,26.523099,-24.29440015,2.883633602,2.31720168,0.162527011,88.88725276,4.127094992,0.773402288,2.976449168,2.372619432,0.262060694
52,2,1,Pitcher 1,Left,Team 2,Batter 7,Right,Team 1,Undefined,2,Bottom,0,0,0,Fastball,Fastball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.80248386,-3.435587835,2.325932891,2375.501625,157.6604814,11:15,6.636821461,-1.56183787,7.020727996,-9.877718183,18.63400525,-7.667152548,2.685559771,-0.086114336,88.57466104,-5.324285718,0.854132401,0.384311387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.953869815,11.42555398,1.423144743,50,6.424390362,-5.506517093,-140.8183827,-8.735537261,9.948845542,31.92832499,-9.228134358,NULL,NULL,NULL,98.07769884,NULL,NULL,-1.16908688,2.442103256,0.049467154
53,2,2,Pitcher 1,Left,Team 2,Batter 7,Right,Team 1,Undefined,2,Bottom,0,0,1,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Double,NULL,1,NULL,96.64202404,-3.355028532,3.205985489,2533.234964,161.2390123,11:15,6.696532521,-1.443981392,6.717456515,-10.07552076,18.75688827,-6.37928509,2.782232464,0.957606217,88.87466398,-5.265249302,1.993405012,0.386466615,101.2273682,-11.60383345,16.7340882,1826.277493,108.1265051,30.8935629,-20.21524256,359.6204683,358.807682,-8.467062256,3.747442017,4.37264047,11.28096039,1.234673975,50,6.470386825,-7.677319853,-140.4743577,-8.549864807,8.79357537,29.90243511,-9.487533142,1.940036121,2.797068352,-0.982843507,97.530744,41.48637753,3.736180597,2.004931586,2.836351361,-0.937051713
54,3,1,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,0,0,Fastball,Fastball,StrikeCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.88543329,-4.152166634,2.919722153,2506.030493,152.4860456,11:00,6.691131176,-1.766690908,6.789017081,-11.17795673,17.46772347,-9.110973008,1.958336306,0.141224242,89.16609101,-6.270422279,1.184271993,0.385213136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.828057122,10.80016834,1.580956758,50,6.417038759,-6.909698556,-140.7516757,-10.56139163,11.76573403,30.04802544,-10.37057177,NULL,NULL,NULL,97.84810807,NULL,NULL,-1.615485776,1.62135537,-0.200856621
55,3,2,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,0,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,96.39185014,-3.091955938,3.805179932,2545.109248,152.8231305,11:00,6.624872168,-1.661059186,6.64323468,-11.53570321,17.54786287,-9.021876432,2.824634685,1.074947235,88.6279767,-5.277369453,2.093897948,0.388146207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.978557069,10.5128991,1.408305751,50,6.411268546,-9.040336123,-140.0435884,-7.931914587,11.95241314,29.64713461,-11.15651675,NULL,NULL,NULL,97.1087076,NULL,NULL,-1.657893738,2.536504146,-1.184271303
56,3,3,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,1,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.85046044,-4.157042167,2.647041027,1733.628267,115.3548117,9:45,6.442257702,-1.908400206,6.411703343,-27.51781697,7.096150134,-15.03584648,0.316755979,-0.726247348,82.17975252,-9.303398906,-0.201822678,0.423445193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.956393223,5.00056598,1.726360627,50,6.13203529,-5.523454979,-129.020245,-10.19537767,15.16478795,25.71373264,-23.70718909,NULL,NULL,NULL,89.01358944,NULL,NULL,-2.27009142,-0.3007044,0.746611592
57,3,4,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,2,1,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,95.65956286,-2.640010262,1.133112014,2394.277608,166.6056938,11:30,6.664487093,-1.945168471,6.744336106,-9.906508284,19.56309901,-4.664385789,3.425147301,-1.298648269,87.40335511,-4.527585267,0.24116799,0.390713748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.913347277,11.62637411,1.872724996,50,6.487372938,-2.617846315,-139.275717,-6.713955824,5.71682099,31.56774745,-9.359775751,NULL,NULL,NULL,96.47056635,NULL,NULL,-1.963686089,3.153291232,1.286386172
58,3,5,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,3,1,ChangeUp,ChangeUp,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,87.91826881,-3.30634881,3.413292649,1832.138412,137.0276038,10:30,6.470865761,-2.010056962,6.573851318,-24.39243045,10.66240556,-9.960490736,1.399256764,0.291765647,81.21403781,-7.897281417,1.524474338,0.426133315,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.38730381,6.748377748,1.78017881,50,6.233134556,-7.339013214,-127.7443221,-8.079047683,10.62015676,24.78404314,-20.95353491,NULL,NULL,NULL,88.45207644,NULL,NULL,0.914485117,1.329351628,-0.305040024
59,3,6,Pitcher 1,Left,Team 2,Batter 8,Right,Team 1,Undefined,2,Bottom,0,3,2,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Double,NULL,1,NULL,96.97949324,-3.408844018,2.881614255,2438.762794,165.3438027,11:30,6.631507047,-1.582537684,6.725491551,-10.00895082,18.84812349,-4.935608666,2.674739868,0.641651439,88.40913336,-5.314659459,1.938580922,0.386631885,102.3318114,-23.98451943,18.57843332,1654.753379,97.77959527,28.62047271,-50.38965816,291.2324423,290.7278477,-32.69987254,2.742243042,3.575185151,11.46802663,1.394505162,50,6.402412649,-6.946608878,-140.9235036,-8.70281891,7.165473635,33.02881331,-9.189548732,1.374073484,2.673882817,-0.700482877,97.4890534,31.65348797,2.736195691,1.308214628,2.664640979,-0.645320137
60,4,1,Pitcher 1,Left,Team 2,Batter 9,Right,Team 1,Undefined,2,Bottom,0,0,0,Fastball,Fastball,InPlay,Undefined,Bunt,NULL,Out,NULL,0,NULL,94.22930675,-3.421147922,2.69656442,2327.108468,156.8506733,11:15,6.693393067,-1.925925331,6.661613262,-12.05234596,18.34875523,-7.855925183,2.5517151,-0.111590355,86.62375878,-5.703454313,1.202712956,0.396840672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.060249761,11.06405337,1.74838623,50,6.458697527,-6.220291585,-137.000547,-8.55548033,9.668559053,28.75849418,-11.03409333,NULL,NULL,NULL,94.9811328,NULL,NULL,1.232375394,2.533290319,0.107730913
61,5,1,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,2,Bottom,1,0,0,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,80.78811311,-1.357772703,2.220647515,2656.162722,327.6408474,5:00,6.715337767,-1.713528164,6.40327275,-51.56930975,-9.727224113,6.141250032,1.168331849,0.841019027,75.10442945,-11.00179651,3.384807511,0.465562702,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.753717809,-4.964979399,1.55182211,50,6.594256907,-4.723741472,-117.5893005,-4.166155286,-3.853784567,22.39644334,-39.12245878,NULL,NULL,NULL,80.96090243,NULL,NULL,1.239352451,1.133740755,-0.85151324
62,5,2,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,2,Bottom,1,0,1,ChangeUp,ChangeUp,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.12602619,-4.007931924,3.634163262,1780.118325,121.3646329,10:00,6.39459441,-2.158303044,6.856845344,-26.84967506,7.702817311,-12.68404897,0.490450635,0.101770265,81.64183447,-9.070430613,1.217069616,0.423069004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8.01400198,5.33517356,1.931673803,50,6.128743325,-7.792758363,-127.974295,-9.694497444,13.38105926,24.72119948,-23.2658559,NULL,NULL,NULL,89.09273937,NULL,NULL,2.495993971,0.661666419,-0.078305089
63,5,3,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,2,Bottom,1,1,1,Curveball,Curveball,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,80.22111093,-0.843374902,2.461330983,2597.872011,341.8289124,5:30,6.740718569,-1.629020849,5.876695165,-53.89091,-10.8886929,3.562161209,1.465845432,0.954901397,75.02650395,-10.80074136,3.127513694,0.471972769,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.287260064,-5.642522445,1.428212969,50,6.641189585,-5.122931204,-116.7328673,-3.311448308,-1.790162517,20.35672144,-40.02097278,NULL,NULL,NULL,79.86133737,NULL,NULL,0.65807541,1.319824305,-0.996422376
64,5,4,Pitcher 1,Left,Team 2,Batter 1,Right,Team 1,Undefined,2,Bottom,1,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,NULL,Undefined,NULL,0,NULL,84.30930988,-1.883752661,2.016499355,2693.732687,338.1090606,5:15,6.79676057,-1.800281768,4.263825358,-53.8367178,-12.20558744,4.890421734,0.506261828,0.537398566,78.44757163,-11.54488059,2.908060811,0.464387605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.942763476,-5.700205164,1.575847067,50,6.537976605,-4.498410473,-122.3164941,-6.136411754,-2.951042268,23.52952347,-40.83261486,NULL,NULL,NULL,81.16576774,NULL,NULL,2.894807971,0.804665012,-0.462667057
65,6,1,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,2,Bottom,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,80.62755273,1.060160669,0.61464894,2501.688753,313.2550139,4:30,6.803394399,-1.644256469,5.753203909,-50.44414061,-7.356515358,7.780641865,3.586668572,-0.423740823,74.15631027,-8.355833684,2.076208204,0.472441237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-4.003097637,-4.250992345,1.588613356,50,6.860645167,-1.492730144,-117.31476,0.652887835,-5.567169247,22.62568719,-38.08596877,NULL,NULL,NULL,79.78214767,NULL,NULL,-1.529834768,3.137968331,0.314511077
66,6,2,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,2,Bottom,2,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,88.86909919,-2.353837732,2.13992337,2342.736222,227.7511424,1:30,6.570988844,-1.710870695,6.484360486,-29.17523511,5.002723586,5.539171755,1.976111271,0.71614473,82.6260663,-7.819306421,3.186331873,0.420769817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.512383695,3.336095888,1.558325057,50,6.392658457,-4.995989606,-129.3853745,-6.172062607,-4.30255778,24.40296335,-26.46085063,NULL,NULL,NULL,89.57956354,NULL,NULL,-0.754883988,1.672527905,-0.837965956
67,6,3,Pitcher 1,Left,Team 2,Batter 2,Left,Team 1,Undefined,2,Bottom,2,1,1,Slider,Slider,InPlay,Undefined,LineDrive,NULL,Single,NULL,0,NULL,89.54894488,-2.561307842,1.666918356,2343.764108,215.1503267,1:15,6.636188683,-1.666051002,6.3559119,-27.94710757,5.757356988,4.073690388,1.947605616,0.207866376,83.4969341,-7.7775259,2.433899927,0.417845024,100.8377055,2.145375526,12.5286399,1458.320513,109.990279,18.51764283,1.444431558,266.9993881,266.7058266,-2.205121189,2.356261597,-1.830883302,3.75573227,1.543499579,50,6.437337664,-3.918024284,-130.398983,-6.681007457,-3.197438127,23.7541125,-25.61507151,1.205847976,1.909085392,-0.279662951,90.20659425,19.58636391,2.353344678,1.413995157,1.947240396,-0.20797993
68,1,1,Pitcher 1,Right,Team 1,Batter 8,Right,Team 2,Undefined,3,Top,0,0,0,Fastball,Fastball,BallCalled,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,93.51864368,-2.8288434,-3.408716403,2423.861123,213.9674012,1:15,5.838278913,0.934850857,6.454068131,-15.00136092,15.94400329,10.75855899,1.982997903,-1.303391604,86.454741,-5.65242993,-1.378349111,0.400377181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-6.737876649,9.443323836,-0.698784674,50,5.631138341,7.76669124,-135.9653261,-7.193116291,-12.76326052,26.48484978,-14.28597958,NULL,NULL,NULL,94.14216968,NULL,NULL,-1.69521951,1.669738935,1.37455902
69,1,2,Pitcher 1,Right,Team 1,Batter 8,Right,Team 2,Undefined,3,Top,0,1,0,Slider,Slider,FoulBall,Undefined,Undefined,NULL,Undefined,NULL,0,NULL,85.85063378,-1.123656329,-1.20740192,2273.34163,118.7597892,10:00,5.751525154,1.054445217,6.179130919,-34.9040963,1.806260918,-3.346828796,1.804956167,-0.339479751,80.36881237,-7.620296036,-1.834571186,0.436079653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.543869072,1.233084102,-0.961639149,50,5.648626962,2.738566019,-125.1445482,-3.5083278,2.49399157,20.84187238,-30.18210415,NULL,NULL,NULL,86.43461406,NULL,NULL,2.360381961,1.930204499,0.309355406
70,1,3,Pitcher 1,Right,Team 1,Batter 8,Right,Team 2,Undefined,3,Top,0,1,1,Fastball,Fastball,InPlay,Undefined,LineDrive,NULL,Out,NULL,0,NULL,93.45674124,-1.527429492,-2.288405295,2348.50802,214.8700792,1:15,5.731311854,0.952088394,6.710156785,-15.36818964,15.3131714,10.6885628,3.052984603,-0.250106377,86.05320964,-4.445521162,-0.254940753,0.398665661,89.52256612,27.31355206,21.13734011,4909.133503,92.86005129,34.20071914,58.96591014,271.8865889,265.8294463,40.64419921,3.222164917,-6.515406029,8.885084074,-0.804959386,50,5.623966007,5.129225416,-136.1403047,-4.080439104,-12.31936149,27.79644359,-15.37408827,0.684321862,2.996639722,0.182824494,94.54633354,37.69467376,3.121346635,0.569926027,2.986756446,0.253597485
