"mlbam_id","person_strike_zone_top","person_strike_zone_bottom"
459307,3.49,1.601
448684,3.549,1.627
449485,3.371,1.535
462488,3.49,1.601
430971,3.371,1.535
457813,3.467,1.589
457810,3.301,1.504
456128,3.549,1.627
444384,3.467,1.589
452667,3.371,1.535
448671,3.467,1.589
435279,3.285,1.487
444515,3.285,1.487
460106,3.49,1.601
445592,3.467,1.589
449059,3.467,1.589
444341,3.467,1.589
454441,3.467,1.589
452656,3.411,1.565
459304,3.467,1.589
457083,3.467,1.589
455965,3.49,1.601
458020,3.467,1.589
450192,3.301,1.504
459315,3.26,1.481
445093,3.49,1.601
449490,3.467,1.589
435062,3.319,1.513
448677,3.49,1.601
434637,3.49,1.601
453461,3.49,1.601
454455,3.467,1.589
454545,3.549,1.627
444351,3.411,1.565
450826,3.301,1.504
461746,3.467,1.589
454999,3.411,1.565
454476,3.411,1.565
454541,3.371,1.535
446139,3.411,1.565
446608,3.575,1.681
448711,3.467,1.589
444521,3.301,1.504
454469,3.411,1.565
456114,3.467,1.589
459973,3.467,1.589
456589,3.49,1.601
451785,3.49,1.601
459962,3.411,1.565
451491,3.49,1.601
460196,3.371,1.535
444519,3.411,1.565
456118,3.411,1.565
459339,3.575,1.681
450206,3.301,1.504
446884,3.756,1.746
454436,3.467,1.589
457428,3.575,1.681
457425,3.371,1.535
448690,3.467,1.589
460166,3.549,1.627
451665,3.371,1.535
454478,3.49,1.601
430929,3.467,1.589
455946,3.371,1.535
457095,3.371,1.535
451670,3.49,1.601
450219,3.467,1.589
459324,3.467,1.589
529968,3.411,1.565
434481,3.371,1.535
445585,3.319,1.513
456599,3.467,1.589
450820,3.549,1.627
460175,3.371,1.535
434582,3.319,1.513
452665,3.49,1.601
451794,3.319,1.513
453050,3.411,1.565
445083,3.371,1.535
459943,3.411,1.565
452625,3.575,1.681
449071,3.49,1.601
451664,3.371,1.535
449473,3.301,1.504
456130,3.549,1.627
460172,3.411,1.565
446431,3.467,1.589
456960,3.411,1.565
453859,3.756,1.746
448667,3.371,1.535
446892,3.319,1.513
435039,3.467,1.589
461228,3.285,1.487
457814,3.371,1.535
459983,3.49,1.601
450531,3.575,1.681
451697,3.467,1.589
454434,3.411,1.565
444545,3.467,1.589
451807,3.411,1.565
448668,3.49,1.601
454534,3.549,1.627
457101,3.371,1.535
449488,3.49,1.601
454444,3.411,1.565
434698,3.411,1.565
444517,3.301,1.504
456138,3.49,1.601
460179,3.549,1.627
445597,3.467,1.589
451682,3.285,1.487
456116,3.49,1.601
435458,3.49,1.601
444523,3.49,1.601
457091,3.549,1.627
461231,3.467,1.589
461253,3.49,1.601
445086,3.49,1.601
459970,3.656,1.677
446130,3.549,1.627
462493,3.467,1.589
448182,3.411,1.565
450834,3.411,1.565
445101,3.49,1.601
460040,3.549,1.627
450189,3.467,1.589
444516,3.756,1.746
460059,3.756,1.746
457607,3.575,1.681
455623,3.319,1.513
453449,3.411,1.565
451500,3.549,1.627
434482,3.371,1.535
450215,3.319,1.513
433897,3.756,1.746
449491,3.411,1.565
457088,3.319,1.513
456122,3.411,1.565
451525,3.411,1.565
461252,3.411,1.565
445590,3.467,1.589
451683,3.467,1.589
444514,3.467,1.589
450769,3.49,1.601
461742,3.575,1.681
456575,3.411,1.565
430962,3.688,1.747
459991,3.411,1.565
461246,3.411,1.565
456125,3.575,1.681
450191,3.549,1.627
446442,3.301,1.504
460180,3.411,1.565
459302,3.371,1.535
445968,3.411,1.565
457809,3.575,1.681
460047,3.467,1.589
449468,3.656,1.677
457459,3.371,1.535
450200,3.319,1.513
446150,3.656,1.677
444541,3.371,1.535
455951,3.301,1.504
451689,3.371,1.535
452624,3.467,1.589
452649,3.49,1.601
456592,3.575,1.681
448691,3.371,1.535
452653,3.411,1.565
453458,3.49,1.601
450835,3.411,1.565
449465,3.411,1.565
457115,3.49,1.601
433581,3.411,1.565
444518,3.49,1.601
454468,3.549,1.627
456982,3.49,1.601
461227,3.411,1.565
456590,3.301,1.504
445953,3.467,1.589
454458,3.301,1.504
453141,3.49,1.601
448675,3.49,1.601
449069,3.549,1.627
451492,3.371,1.535
461255,3.371,1.535
455949,3.49,1.601
435221,3.688,1.747
431145,3.301,1.504
448752,3.49,1.601
460073,3.49,1.601
450525,3.371,1.535
461219,3.371,1.535
451668,3.26,1.481
450836,3.467,1.589
457816,3.371,1.535
459313,3.371,1.535
453442,3.411,1.565
454475,3.467,1.589
461322,3.49,1.601
453852,3.756,1.746
450269,3.49,1.601
447741,3.549,1.627
453522,3.549,1.627
459314,3.549,1.627
453455,3.319,1.513
459318,3.371,1.535
454446,3.549,1.627
461245,3.467,1.589
450544,3.549,1.627
450828,3.411,1.565
451681,3.575,1.681
453865,3.575,1.681
457817,3.371,1.535
457098,3.467,1.589
450824,3.301,1.504
461259,3.49,1.601
456109,3.467,1.589
460039,3.756,1.746
461771,3.549,1.627
456121,3.371,1.535
446449,3.371,1.535
458585,3.467,1.589
453451,3.371,1.535
448682,3.371,1.535
453140,3.467,1.589
448678,3.411,1.565
452253,3.549,1.627
459317,3.301,1.504
454447,3.411,1.565
445090,3.319,1.513
446137,3.49,1.601
450829,3.301,1.504
459975,3.549,1.627
461220,3.371,1.535
457027,3.656,1.677
450541,NA,NA
450819,3.467,1.589
454473,3.371,1.535
461765,3.656,1.677
450533,3.49,1.601
460190,3.371,1.535
460205,3.49,1.601
444536,3.467,1.589
459306,3.467,1.589
460191,3.49,1.601
459316,3.467,1.589
448698,3.467,1.589
456851,3.49,1.601
435459,3.371,1.535
457627,3.575,1.681
461233,3.411,1.565
461242,3.371,1.535
457429,3.575,1.681
457029,3.411,1.565
459993,3.467,1.589
453457,3.756,1.746
460208,3.467,1.589
460580,3.371,1.535
460067,3.301,1.504
451692,3.49,1.601
459311,3.411,1.565
456977,3.575,1.681
460201,3.549,1.627
458017,3.371,1.535
446136,3.411,1.565
457011,3.656,1.677
456139,3.467,1.589
453445,3.49,1.601
457937,3.549,1.627
457097,3.467,1.589
451485,3.319,1.513
460177,3.411,1.565
451188,3.371,1.535
450786,3.575,1.681
456829,3.575,1.681
458052,3.549,1.627
451688,3.49,1.601
451666,3.411,1.565
448170,3.49,1.601
456831,3.371,1.535
448672,3.549,1.627
459310,3.411,1.565
454532,3.371,1.535
456962,3.49,1.601
453150,3.49,1.601
453079,3.656,1.677
460189,3.411,1.565
453076,3.549,1.627
444878,3.549,1.627
458019,3.411,1.565
446138,3.49,1.601
459933,3.371,1.535
444533,3.756,1.746
456112,3.467,1.589
460209,3.371,1.535
452246,3.49,1.601
445595,3.371,1.535
460003,3.371,1.535
446143,3.656,1.677
470994,3.301,1.504
450195,3.467,1.589
453151,3.49,1.601
454531,3.467,1.589
452626,3.371,1.535
453056,3.411,1.565
460165,3.371,1.535
453439,3.467,1.589
451686,3.467,1.589
445601,3.467,1.589
444528,3.26,1.481
451685,3.285,1.487
448701,3.49,1.601
459996,3.575,1.681
444535,3.467,1.589
456108,3.319,1.513
461243,3.467,1.589
450756,3.467,1.589
457020,3.411,1.565
452033,3.467,1.589
451691,3.371,1.535
456846,3.549,1.627
459345,3.411,1.565
456858,3.575,1.681
456576,3.411,1.565
459319,3.467,1.589
459941,3.467,1.589
461262,3.411,1.565
458666,3.319,1.513
449482,3.549,1.627
456135,3.285,1.487
457057,3.49,1.601
453447,3.371,1.535
445606,3.301,1.504
451684,3.319,1.513
461230,3.467,1.589
459948,3.411,1.565
448699,3.371,1.535
445962,3.371,1.535
457089,3.549,1.627
451663,3.319,1.513
461247,3.467,1.589
461239,3.411,1.565
454440,3.575,1.681
445930,3.411,1.565
459001,3.49,1.601
446880,3.371,1.535
459952,3.549,1.627
453450,3.411,1.565
445934,3.411,1.565
457815,3.411,1.565
452634,3.467,1.589
446144,3.467,1.589
445078,3.411,1.565
453121,3.49,1.601
460193,3.756,1.746
453453,3.411,1.565
449067,3.411,1.565
430887,3.467,1.589
448595,3.319,1.513
449492,3.285,1.487
445975,3.549,1.627
455664,3.549,1.627
457075,3.467,1.589
461234,3.411,1.565
448707,3.656,1.677
457444,3.575,1.681
445929,3.656,1.677
452638,3.319,1.513
445948,3.49,1.601
445598,3.411,1.565
459956,3.549,1.627
449066,3.467,1.589
446147,3.467,1.589
453529,3.319,1.513
449072,3.467,1.589
446148,3.371,1.535
444349,3.467,1.589
457069,3.301,1.504
456586,3.411,1.565
453118,3.371,1.535
444520,3.371,1.535
445602,3.549,1.627
451680,3.179,1.474
457099,3.285,1.487
453067,3.549,1.627
454548,3.467,1.589
457440,3.467,1.589
446149,3.49,1.601
460164,3.411,1.565
457848,3.467,1.589
460188,3.575,1.681
456669,3.467,1.589
446151,3.756,1.746
450542,3.49,1.601
456985,3.371,1.535
450526,3.49,1.601
454539,3.49,1.601
457096,3.575,1.681
448705,3.467,1.589
461261,3.467,1.589
448673,3.371,1.535
453122,3.371,1.535
448167,3.467,1.589
453521,3.549,1.627
458039,3.319,1.513
453528,3.411,1.565
451690,3.179,1.474
457807,3.371,1.535
456959,3.411,1.565
457047,3.371,1.535
444529,3.371,1.535
457086,3.549,1.627
456990,3.549,1.627
450296,3.549,1.627
453136,3.467,1.589
451696,3.411,1.565
454470,3.411,1.565
452637,3.319,1.513
448695,3.301,1.504
457015,3.467,1.589
445268,3.549,1.627
445959,3.549,1.627
451770,3.411,1.565
444868,3.656,1.677
452635,3.319,1.513
456882,3.411,1.565
446145,3.319,1.513
450524,3.319,1.513
445974,3.371,1.535
456967,3.549,1.627
458053,3.319,1.513
460194,3.371,1.535
451671,3.549,1.627
455947,3.371,1.535
450784,NA,NA
458255,3.371,1.535
456975,3.49,1.601
444525,3.49,1.601
461223,3.467,1.589
453126,3.549,1.627
461244,3.49,1.601
459932,3.467,1.589
459988,3.49,1.601
448761,3.26,1.481
456891,3.49,1.601
451754,3.575,1.681
461224,3.371,1.535
457025,3.549,1.627
454538,3.467,1.589
451693,3.575,1.681
459340,3.411,1.565
461258,3.285,1.487
445080,3.371,1.535
456127,3.467,1.589
456137,3.49,1.601
458046,3.49,1.601
456837,3.371,1.535
448184,3.467,1.589
457667,3.411,1.565
449479,3.411,1.565
449470,3.49,1.601
450822,3.371,1.535
456124,3.549,1.627
457001,3.575,1.681
452045,3.49,1.601
460162,3.549,1.627
450555,3.575,1.681
445944,3.371,1.535
460070,3.371,1.535
448689,3.549,1.627
447717,3.549,1.627
460037,3.411,1.565
460184,3.371,1.535
457009,3.467,1.589
445965,3.411,1.565
460169,3.467,1.589
445081,3.467,1.589
446124,3.575,1.681
449815,3.549,1.627
456119,3.549,1.627
461264,3.49,1.601
460102,3.467,1.589
453137,3.549,1.627
452641,3.285,1.487
459338,3.371,1.535
456976,3.467,1.589
458949,3.411,1.565
445967,3.371,1.535
461752,3.467,1.589
460101,3.371,1.535
453131,3.49,1.601
456992,3.411,1.565
456961,3.319,1.513
450779,3.301,1.504
446412,3.49,1.601
459968,3.411,1.565
457073,3.49,1.601
454533,3.575,1.681
457031,3.371,1.535
450208,3.656,1.677
459344,3.467,1.589
461351,3.467,1.589
457010,3.49,1.601
451694,3.371,1.535
457048,3.411,1.565
446388,3.549,1.627
444385,3.467,1.589
448681,3.371,1.535
457437,3.549,1.627
456110,3.301,1.504
445922,3.319,1.513
457959,3.301,1.504
461241,3.371,1.535
451759,3.575,1.681
456875,3.467,1.589
452642,3.49,1.601
453148,3.549,1.627
455943,3.371,1.535
446899,3.549,1.627
457441,3.467,1.589
456995,3.575,1.681
461254,3.49,1.601
453120,3.549,1.627
452114,3.301,1.504
458021,NA,NA
446444,3.49,1.601
453127,3.756,1.746
460170,3.371,1.535
445955,3.575,1.681
456971,3.549,1.627
450550,3.467,1.589
448166,3.49,1.601
453526,3.688,1.747
456136,3.371,1.535
445924,3.301,1.504
450796,3.467,1.589
461237,3.549,1.627
454450,3.467,1.589
435562,3.301,1.504
460609,3.411,1.565
451499,3.411,1.565
458916,3.49,1.601
445593,3.575,1.681
461213,3.411,1.565
453525,3.467,1.589
450540,3.371,1.535
456991,3.411,1.565
453527,3.301,1.504
448168,3.371,1.535
460044,3.49,1.601
434522,3.49,1.601
448685,3.411,1.565
450522,3.411,1.565
456126,3.285,1.487
456838,3.49,1.601
457026,3.575,1.681
453520,3.411,1.565
446269,3.575,1.681
450528,3.371,1.535
460029,3.49,1.601
451625,3.467,1.589
456993,3.49,1.601
453523,3.549,1.627
456966,3.575,1.681
457030,3.319,1.513
446352,3.549,1.627
454472,3.411,1.565
460202,3.49,1.601
458592,3.656,1.677
458027,3.411,1.565
450536,3.467,1.589
446443,3.371,1.535
456900,3.549,1.627
444543,3.371,1.535
456129,3.49,1.601
458919,3.49,1.601
453133,3.467,1.589
450547,3.49,1.601
453130,3.411,1.565
457087,3.49,1.601
461250,3.467,1.589
450559,3.49,1.601
448710,3.467,1.589
460081,3.49,1.601
450545,3.49,1.601
453143,3.549,1.627
456994,3.49,1.601
456859,3.319,1.513
456988,3.411,1.565
457675,3.319,1.513
457066,3.411,1.565
456997,3.49,1.601
450216,3.656,1.677
453454,3.285,1.487
457003,3.285,1.487
450795,3.549,1.627
447753,3.549,1.627
456825,3.756,1.746
446566,3.411,1.565
450537,3.82,1.665
458034,3.467,1.589
457053,3.371,1.535
452251,3.549,1.627
451678,3.285,1.487
460152,3.49,1.601
461260,3.549,1.627
454528,3.467,1.589
448747,3.49,1.601
460094,3.575,1.681
456591,3.179,1.474
453125,3.371,1.535
457072,3.371,1.535
456525,3.411,1.565
457023,3.411,1.565
450768,3.411,1.565
456830,3.371,1.535
458057,3.467,1.589
453519,3.467,1.589
456989,3.371,1.535
460200,3.549,1.627
457068,3.49,1.601
453134,3.49,1.601
455065,3.319,1.513
453152,3.49,1.601
449484,3.549,1.627
453532,NA,NA
456987,3.371,1.535
450539,3.656,1.677
457040,NA,NA
461751,3.49,1.601
450549,3.49,1.601
446142,3.549,1.627
460035,3.549,1.627
457052,NA,NA
445587,3.371,1.535
460187,3.467,1.589
456848,NA,NA
451607,3.656,1.677
461214,3.467,1.589
457081,3.285,1.487
458178,3.319,1.513
454463,3.371,1.535
448713,3.575,1.681
453524,3.549,1.627
453864,3.319,1.513
457093,3.411,1.565
445952,3.411,1.565
457008,3.371,1.535
458023,NA,NA
450780,3.319,1.513
457049,3.371,1.535
456877,NA,NA
450812,3.371,1.535
457060,NA,NA
457426,3.49,1.601
460069,3.411,1.565
435198,3.49,1.601
445097,3.756,1.746
457082,NA,NA
456864,3.411,1.565
457013,3.371,1.535
445958,3.467,1.589
446895,3.411,1.565
458180,3.411,1.565
457436,3.549,1.627
445079,3.371,1.535
456964,3.467,1.589
445963,3.49,1.601
458032,3.49,1.601
458048,3.575,1.681
453128,3.371,1.535
451672,3.467,1.589
456979,3.319,1.513
450300,3.49,1.601
461418,NA,NA
451220,3.549,1.627
450552,3.467,1.589
457036,3.411,1.565
453146,3.467,1.589
458054,3.467,1.589
452242,3.49,1.601
457042,3.371,1.535
473638,3.411,1.565
452054,3.467,1.589
458045,3.467,1.589
450810,3.656,1.677
456894,3.49,1.601
457070,3.319,1.513
460171,3.467,1.589
450307,3.319,1.513
456840,3.549,1.627
451197,3.411,1.565
445938,3.301,1.504
451758,3.49,1.601
454459,3.411,1.565
457819,3.549,1.627
450551,3.411,1.565
458035,3.285,1.487
456872,NA,NA
459969,3.549,1.627
458552,3.467,1.589
458033,3.49,1.601
453119,3.411,1.565
460024,3.575,1.681
447746,3.319,1.513
448768,3.411,1.565
461741,3.467,1.589
458059,3.549,1.627
456836,3.49,1.601
454477,3.319,1.513
456974,3.575,1.681
452628,3.467,1.589
445933,3.575,1.681
458036,3.467,1.589
460203,3.467,1.589
456821,3.319,1.513
458030,NA,NA
457033,3.411,1.565
458042,3.49,1.601
453530,3.285,1.487
452254,3.549,1.627
456845,3.411,1.565
490063,3.549,1.627
452100,3.467,1.589
453123,3.467,1.589
457067,3.549,1.627
448757,3.467,1.589
457044,3.467,1.589
457017,3.49,1.601
456827,3.49,1.601
450800,3.49,1.601
456833,3.656,1.677
457050,3.371,1.535
447840,3.549,1.627
461225,3.411,1.565
458050,3.49,1.601
449097,3.575,1.681
453144,3.49,1.601
458058,3.49,1.601
448704,3.411,1.565
452248,3.467,1.589
457063,3.411,1.565
456903,3.411,1.565
456969,3.371,1.535
460206,3.49,1.601
459949,3.411,1.565
453531,3.411,1.565
445947,3.656,1.677
458056,3.49,1.601
450532,3.467,1.589
450538,3.575,1.681
456849,3.301,1.504
450535,3.49,1.601
458524,3.467,1.589
457589,3.371,1.535
460089,3.371,1.535
457077,3.371,1.535
460023,3.467,1.589
454460,3.411,1.565
457439,3.411,1.565
444857,3.656,1.677
452633,3.549,1.627
461767,3.411,1.565
450548,NA,NA
456828,3.467,1.589
450816,3.371,1.535
448280,3.411,1.565
458025,3.371,1.535
458038,3.411,1.565
450557,3.467,1.589
449481,3.49,1.601
457038,NA,NA
457438,3.49,1.601
457076,3.467,1.589
453046,3.411,1.565
450556,3.467,1.589
459951,3.549,1.627
446126,3.756,1.746
460109,3.371,1.535
457424,3.49,1.601
456842,3.411,1.565
457018,3.285,1.487
458596,3.656,1.677
452243,3.49,1.601
461215,3.26,1.481
458179,3.49,1.601
457055,3.49,1.601
453124,3.467,1.589
450514,3.371,1.535
456963,3.549,1.627
453437,3.285,1.487
451760,3.575,1.681
457065,3.319,1.513
450558,3.467,1.589
450197,3.575,1.681
450529,3.371,1.535
457921,3.49,1.601
457035,3.467,1.589
456898,NA,NA
447755,3.575,1.681
453149,3.467,1.589
459980,3.49,1.601
460286,3.411,1.565
453882,3.371,1.535
446260,3.549,1.627
457043,3.411,1.565
456822,3.549,1.627
457080,3.467,1.589
456984,3.549,1.627
456972,3.575,1.681
452244,3.656,1.677
456890,3.411,1.565
452247,3.467,1.589
456111,3.467,1.589
457007,3.549,1.627
456880,3.49,1.601
451187,3.371,1.535
446146,3.575,1.681
457016,3.411,1.565
457006,3.411,1.565
451756,3.467,1.589
456704,3.411,1.565
467750,3.411,1.565
445945,3.575,1.681
458022,3.549,1.627
457034,3.467,1.589
425792,3.371,1.535
457019,NA,NA
458176,3.467,1.589
454554,3.411,1.565
458055,3.549,1.627
457062,3.688,1.747
461226,3.549,1.627
457061,3.467,1.589
457458,3.575,1.681
460118,3.549,1.627
458177,3.371,1.535
456901,3.411,1.565
467774,3.467,1.589
457059,3.49,1.601
457078,3.549,1.627
460192,3.371,1.535
456899,3.371,1.535
457056,3.411,1.565
453139,3.549,1.627
458037,3.49,1.601
458040,3.411,1.565
460121,3.549,1.627
457037,3.301,1.504
453135,3.49,1.601
446454,3.411,1.565
459967,3.371,1.535
457005,3.319,1.513
456893,NA,NA
457024,NA,NA
450554,3.575,1.681
457079,3.411,1.565
457022,3.49,1.601
446129,3.575,1.681
450546,3.319,1.513
459406,3.49,1.601
460080,3.549,1.627
456983,3.549,1.627
456998,NA,NA
451675,3.371,1.535
457051,3.549,1.627
458049,3.549,1.627
458028,3.467,1.589
450543,NA,NA
445921,3.549,1.627
460005,3.411,1.565
456391,3.49,1.601
460088,3.467,1.589
448767,3.549,1.627
445591,3.301,1.504
457625,3.467,1.589
456867,3.467,1.589
454451,3.371,1.535
456861,3.49,1.601
457640,3.371,1.535
457039,NA,NA
448708,3.49,1.601
458026,NA,NA
445937,3.656,1.677
457054,3.319,1.513
452250,3.49,1.601
456970,3.467,1.589
446125,3.49,1.601
453005,3.371,1.535
453147,3.411,1.565
445932,3.549,1.627
458047,3.319,1.513
456986,3.371,1.535
446128,3.549,1.627
456895,3.371,1.535
445950,3.549,1.627
457021,3.549,1.627
489144,3.467,1.589
456887,3.319,1.513
449064,3.371,1.535
456981,3.656,1.677
453132,3.411,1.565
459343,3.49,1.601
460154,3.575,1.681
534369,3.467,1.589
452743,3.371,1.535
446445,3.371,1.535
453446,3.467,1.589
444538,3.371,1.535
446141,3.549,1.627
457032,3.49,1.601
456873,3.49,1.601
460077,3.07,1.46
453129,3.411,1.565
456905,3.467,1.589
450775,3.371,1.535
457028,NA,NA
456863,NA,NA
456958,3.301,1.504
457064,3.411,1.565
457683,3.49,1.601
448240,3.319,1.513
450553,3.371,1.535
445964,3.467,1.589
454464,3.319,1.513
457058,3.26,1.481
453014,3.411,1.565
458925,NA,NA
450761,3.411,1.565
461809,3.411,1.565
445973,3.656,1.677
446123,3.411,1.565
457074,3.411,1.565
449909,3.411,1.565
458024,3.319,1.513
467761,3.319,1.513
456999,3.411,1.565
453857,3.49,1.601
457045,3.411,1.565
457004,NA,NA
457041,NA,NA
451506,3.411,1.565
457014,3.549,1.627
543655,3.656,1.677
456978,3.467,1.589
450815,NA,NA
458250,3.301,1.504
450534,3.467,1.589
458051,3.467,1.589
460079,3.49,1.601
448665,3.467,1.589
456823,3.467,1.589
456587,3.467,1.589
458029,NA,NA
453040,3.467,1.589
453145,3.575,1.681
458043,3.467,1.589
457071,3.411,1.565
457012,3.49,1.601
457000,3.371,1.535
460100,3.467,1.589
458213,3.575,1.681
451172,3.575,1.681
430321,3.49,1.601
430001,3.371,1.535
455957,3.49,1.601
458243,3.575,1.681
433579,3.411,1.565
456655,3.49,1.601
430956,3.371,1.535
451186,3.319,1.513
429842,3.467,1.589
435042,3.467,1.589
456414,3.467,1.589
430957,3.49,1.601
456420,3.371,1.535
430911,3.49,1.601
457420,3.49,1.601
451532,3.411,1.565
430908,3.371,1.535
435561,3.301,1.504
449080,3.49,1.601
435558,3.371,1.535
435041,3.411,1.565
430574,3.49,1.601
449089,3.549,1.627
444875,3.411,1.565
435560,3.285,1.487
448235,3.549,1.627
457447,3.467,1.589
457454,3.549,1.627
430945,3.467,1.589
446901,3.549,1.627
444849,3.549,1.627
457456,3.467,1.589
451176,3.371,1.535
433877,3.467,1.589
460604,3.467,1.589
435220,3.549,1.627
434137,3.411,1.565
456390,3.411,1.565
430925,3.371,1.535
451178,3.467,1.589
435539,3.49,1.601
444865,3.688,1.747
456395,3.575,1.681
451170,3.411,1.565
435625,3.467,1.589
456394,3.371,1.535
456421,3.756,1.746
452202,3.467,1.589
449783,3.575,1.681
453192,3.756,1.746
435218,3.371,1.535
457451,3.49,1.601
444844,3.371,1.535
444884,3.49,1.601
452722,3.411,1.565
434939,3.467,1.589
457466,3.467,1.589
451788,3.371,1.535
458246,3.467,1.589
455669,3.319,1.513
453883,3.549,1.627
457473,3.285,1.487
456387,3.49,1.601
457850,3.371,1.535
454558,3.549,1.627
453211,3.549,1.627
446481,3.371,1.535
453212,3.49,1.601
456656,3.467,1.589
452728,3.549,1.627
457448,3.549,1.627
459411,3.549,1.627
449792,3.26,1.481
458894,3.467,1.589
456407,3.467,1.589
458247,3.411,1.565
454574,3.371,1.535
453541,3.549,1.627
457844,3.371,1.535
446904,3.285,1.487
449804,3.467,1.589
455687,3.49,1.601
448234,3.575,1.681
444835,3.467,1.589
456383,3.49,1.601
461811,3.467,1.589
449082,3.371,1.535
449083,3.49,1.601
461317,3.49,1.601
457449,3.467,1.589
451206,3.285,1.487
458228,3.411,1.565
452203,3.49,1.601
445153,3.49,1.601
460621,3.319,1.513
444839,3.371,1.535
451521,3.49,1.601
446457,3.467,1.589
445176,3.49,1.601
446909,3.467,1.589
450271,3.49,1.601
458905,3.575,1.681
452717,3.319,1.513
458259,3.549,1.627
453899,3.371,1.535
453313,3.411,1.565
455072,3.467,1.589
451534,3.49,1.601
458233,3.411,1.565
446879,3.49,1.601
447731,3.467,1.589
456376,3.467,1.589
449805,3.301,1.504
451199,3.575,1.681
451191,3.411,1.565
456384,3.411,1.565
451211,3.411,1.565
446532,3.285,1.487
445156,3.756,1.746
446537,3.49,1.601
455674,3.26,1.481
461321,3.301,1.504
450260,3.411,1.565
444364,3.549,1.627
455981,3.467,1.589
446471,3.411,1.565
453886,3.411,1.565
444375,3.371,1.535
445199,3.49,1.601
447714,3.467,1.589
444882,3.49,1.601
451806,3.549,1.627
448229,3.575,1.681
461341,3.467,1.589
461314,3.549,1.627
456659,3.301,1.504
446885,3.575,1.681
444380,3.549,1.627
452732,3.285,1.487
449790,3.49,1.601
456661,3.319,1.513
449092,3.575,1.681
449107,3.301,1.504
457464,3.467,1.589
444361,3.467,1.589
453891,3.467,1.589
455982,3.411,1.565
454581,3.319,1.513
458912,3.549,1.627
446903,3.371,1.535
452718,3.49,1.601
445157,3.319,1.513
450267,3.756,1.746
452200,3.411,1.565
451175,3.319,1.513
435065,3.319,1.513
449079,3.301,1.504
458234,3.285,1.487
472535,3.411,1.565
453895,3.411,1.565
457835,3.467,1.589
457460,3.49,1.601
449108,3.301,1.504
446908,3.411,1.565
445182,3.575,1.681
460602,3.49,1.601
461335,3.371,1.535
452729,3.411,1.565
453316,3.549,1.627
453897,3.467,1.589
451779,3.467,1.589
444368,3.285,1.487
459412,3.49,1.601
452212,3.371,1.535
458898,3.49,1.601
450270,3.371,1.535
449824,3.319,1.513
451797,3.575,1.681
450261,3.467,1.589
444354,3.371,1.535
451513,3.549,1.627
446463,3.49,1.601
446902,3.467,1.589
461315,3.371,1.535
446876,3.371,1.535
430928,3.371,1.535
434438,3.467,1.589
449791,3.467,1.589
453896,3.411,1.565
449901,NA,NA
461338,3.26,1.481
456642,3.371,1.535
455068,3.411,1.565
449818,3.319,1.513
444858,3.49,1.601
461347,3.549,1.627
449803,3.319,1.513
455985,3.467,1.589
451509,3.371,1.535
453885,3.467,1.589
455979,3.285,1.487
455684,3.371,1.535
449810,3.467,1.589
449087,3.301,1.504
461325,3.49,1.601
455058,3.411,1.565
457457,3.371,1.535
458895,3.467,1.589
461326,3.301,1.504
445162,3.301,1.504
445143,3.371,1.535
447769,3.467,1.589
431171,3.411,1.565
455969,3.319,1.513
449799,3.549,1.627
455679,3.319,1.513
444366,3.411,1.565
461344,3.26,1.481
453299,3.549,1.627
451533,3.575,1.681
455064,3.371,1.535
444356,3.549,1.627
490631,3.411,1.565
447722,3.301,1.504
449809,3.411,1.565
449101,3.411,1.565
460616,3.411,1.565
454555,3.656,1.677
461310,3.49,1.601
444376,3.411,1.565
446910,3.549,1.627
451776,3.371,1.535
460610,3.411,1.565
460622,3.319,1.513
449812,3.411,1.565
458241,3.411,1.565
446468,3.756,1.746
457826,3.656,1.677
452716,3.49,1.601
453371,3.49,1.601
449098,3.467,1.589
458258,3.49,1.601
458892,3.301,1.504
446550,3.549,1.627
445152,3.467,1.589
447749,3.301,1.504
460607,3.411,1.565
444379,3.467,1.589
447730,3.411,1.565
455958,3.371,1.535
446466,3.319,1.513
460623,3.49,1.601
452721,3.467,1.589
444355,3.319,1.513
449775,3.301,1.504
456641,3.371,1.535
458897,3.467,1.589
453264,3.549,1.627
451531,3.371,1.535
451507,3.549,1.627
446896,3.319,1.513
451512,3.411,1.565
446475,3.49,1.601
458915,3.49,1.601
456660,3.301,1.504
452211,3.82,1.665
446197,3.575,1.681
435378,3.319,1.513
450600,3.411,1.565
453894,3.371,1.535
453536,3.49,1.601
460597,3.656,1.677
458069,3.467,1.589
451207,3.411,1.565
454572,3.575,1.681
458129,3.26,1.481
444370,3.411,1.565
457829,3.467,1.589
453238,3.467,1.589
444378,3.549,1.627
456645,3.49,1.601
459407,3.411,1.565
453872,3.371,1.535
456406,3.49,1.601
444864,3.575,1.681
453194,3.49,1.601
445158,3.301,1.504
447733,3.371,1.535
461312,3.467,1.589
458926,3.301,1.504
449817,3.49,1.601
453331,3.467,1.589
448226,3.467,1.589
453181,3.467,1.589
455966,3.411,1.565
458232,3.549,1.627
455673,3.49,1.601
454568,3.411,1.565
450592,3.49,1.601
457842,3.467,1.589
451515,3.411,1.565
451518,3.549,1.627
461824,3.301,1.504
446453,3.319,1.513
445197,3.371,1.535
451189,3.49,1.601
448750,3.49,1.601
455076,3.411,1.565
459402,3.411,1.565
453178,3.371,1.535
