"mlbam_id","person_strike_zone_top","person_strike_zone_bottom"
571704,3.49,1.601
572915,3.549,1.627
573227,3.49,1.601
573148,3.467,1.589
571773,3.688,1.747
572278,3.411,1.565
571612,3.411,1.565
573047,3.49,1.601
573206,3.49,1.601
475294,3.319,1.513
572805,3.49,1.601
573139,3.49,1.601
572056,3.411,1.565
573007,3.371,1.535
572983,3.656,1.677
571695,3.575,1.681
573120,3.371,1.535
572976,3.549,1.627
571626,3.49,1.601
571429,3.549,1.627
572733,3.371,1.535
572929,3.371,1.535
573170,3.411,1.565
573156,3.411,1.565
571443,3.411,1.565
571824,3.49,1.601
572679,3.301,1.504
572039,3.549,1.627
572939,3.371,1.535
571834,3.549,1.627
573042,3.26,1.481
571434,3.319,1.513
572695,3.301,1.504
572952,3.656,1.677
572698,3.49,1.601
572167,3.467,1.589
572694,3.49,1.601
572688,3.575,1.681
571985,3.756,1.746
571635,3.371,1.535
572699,3.301,1.504
572887,3.49,1.601
572359,3.467,1.589
572700,3.549,1.627
573191,3.467,1.589
573017,3.301,1.504
571656,3.549,1.627
572826,3.467,1.589
643333,3.371,1.535
573229,3.49,1.601
572054,3.549,1.627
572836,3.26,1.481
571729,3.319,1.513
573167,3.411,1.565
573076,3.319,1.513
573164,3.319,1.513
572681,3.301,1.504
571860,3.371,1.535
572764,3.49,1.601
572879,3.467,1.589
572977,3.319,1.513
572037,3.467,1.589
507084,3.467,1.589
572274,3.575,1.681
571440,3.549,1.627
573092,3.467,1.589
573067,3.467,1.589
572782,3.411,1.565
572012,3.549,1.627
573130,3.319,1.513
573207,3.467,1.589
534555,3.49,1.601
573018,3.575,1.681
573056,3.549,1.627
572930,3.319,1.513
572901,3.575,1.681
572766,3.467,1.589
573039,3.301,1.504
572935,3.411,1.565
572393,3.411,1.565
572371,3.49,1.601
572045,3.549,1.627
572861,3.319,1.513
573085,3.371,1.535
573034,3.301,1.504
573208,3.371,1.535
573118,3.319,1.513
571512,3.575,1.681
572355,3.411,1.565
573261,3.301,1.504
573038,3.371,1.535
572735,3.319,1.513
572974,3.371,1.535
571503,3.575,1.681
573136,3.26,1.481
573081,3.49,1.601
572951,3.301,1.504
571637,3.49,1.601
572097,3.319,1.513
571523,3.371,1.535
572746,3.319,1.513
571997,3.49,1.601
572911,3.371,1.535
573190,3.467,1.589
573096,3.467,1.589
573031,3.411,1.565
643402,3.411,1.565
571814,3.179,1.474
571680,3.467,1.589
573064,3.319,1.513
572690,3.411,1.565
572748,3.49,1.601
572869,3.467,1.589
573063,3.411,1.565
571702,3.549,1.627
572089,3.49,1.601
572819,3.467,1.589
572991,3.467,1.589
573009,3.549,1.627
571992,3.319,1.513
572914,3.319,1.513
573121,3.411,1.565
573055,3.549,1.627
552659,3.319,1.513
572127,3.411,1.565
572034,3.411,1.565
572742,3.82,1.665
572882,3.467,1.589
572896,3.301,1.504
572899,3.49,1.601
571700,3.549,1.627
573211,3.549,1.627
572848,3.467,1.589
572868,3.301,1.504
571844,3.549,1.627
572143,3.549,1.627
572999,3.467,1.589
572233,3.371,1.535
571782,3.656,1.677
572149,3.49,1.601
572866,3.575,1.681
643292,3.49,1.601
572835,3.301,1.504
572678,3.411,1.565
572884,3.319,1.513
572780,3.49,1.601
573171,3.49,1.601
573151,3.411,1.565
573066,3.371,1.535
572922,3.371,1.535
476088,3.467,1.589
572190,3.411,1.565
572718,3.49,1.601
572820,3.319,1.513
572831,3.411,1.565
573078,3.575,1.681
573128,3.371,1.535
572923,3.301,1.504
474020,3.371,1.535
573033,3.301,1.504
571832,3.319,1.513
571428,3.371,1.535
572862,3.371,1.535
572961,3.319,1.513
572986,3.371,1.535
573152,3.467,1.589
572942,3.411,1.565
572758,3.285,1.487
643327,3.49,1.601
572962,3.575,1.681
571655,3.285,1.487
572924,3.319,1.513
572913,3.467,1.589
573239,3.575,1.681
572704,3.49,1.601
547180,3.49,1.601
592791,3.575,1.681
592518,3.49,1.601
592261,3.285,1.487
592857,3.49,1.601
574831,3.371,1.535
592547,3.656,1.677
592229,3.411,1.565
592750,3.411,1.565
592747,3.371,1.535
592714,3.371,1.535
592230,3.49,1.601
592314,3.549,1.627
592830,3.467,1.589
592872,3.467,1.589
592256,3.467,1.589
592885,3.49,1.601
592621,3.371,1.535
592145,3.575,1.681
545346,3.49,1.601
592135,3.411,1.565
592221,3.371,1.535
592604,3.371,1.535
592237,3.371,1.535
592717,3.549,1.627
547181,3.411,1.565
592506,3.371,1.535
592789,3.656,1.677
592154,3.467,1.589
592879,3.549,1.627
592828,3.411,1.565
592836,3.549,1.627
592206,3.549,1.627
592426,3.467,1.589
547185,3.49,1.601
592704,3.371,1.535
592609,3.467,1.589
592433,3.549,1.627
592105,3.467,1.589
592239,3.371,1.535
592161,3.49,1.601
592826,3.49,1.601
576397,3.301,1.504
592189,3.411,1.565
592580,3.49,1.601
534606,3.411,1.565
592342,3.301,1.504
592802,3.467,1.589
547171,3.49,1.601
592767,3.467,1.589
592788,3.371,1.535
592743,3.467,1.589
592348,3.49,1.601
547182,3.411,1.565
592620,3.549,1.627
592330,3.49,1.601
592203,3.49,1.601
592593,3.49,1.601
534581,3.411,1.565
592365,3.371,1.535
592692,3.467,1.589
592112,3.467,1.589
547172,3.301,1.504
592700,3.549,1.627
574836,3.467,1.589
534909,3.411,1.565
592208,3.49,1.601
592738,3.371,1.535
592383,3.467,1.589
592665,3.549,1.627
592804,3.319,1.513
544927,3.319,1.513
592166,3.285,1.487
592773,3.549,1.627
592495,3.575,1.681
534737,3.411,1.565
592098,3.49,1.601
592663,3.411,1.565
594873,3.319,1.513
592815,3.49,1.601
592710,3.319,1.513
592231,3.26,1.481
592770,3.285,1.487
574847,3.467,1.589
592702,3.575,1.681
595918,3.575,1.681
592468,3.575,1.681
592577,3.285,1.487
576409,3.467,1.589
592146,3.319,1.513
592500,3.49,1.601
592362,3.575,1.681
592092,3.411,1.565
592354,3.371,1.535
592303,3.549,1.627
592696,3.411,1.565
592685,3.411,1.565
592808,3.285,1.487
592774,3.301,1.504
594743,3.49,1.601
594555,3.49,1.601
534582,3.467,1.589
592863,3.411,1.565
592535,3.411,1.565
592583,3.49,1.601
592094,3.49,1.601
574850,3.319,1.513
594851,3.467,1.589
592596,3.26,1.481
592821,3.411,1.565
592803,3.467,1.589
592574,3.411,1.565
594579,3.656,1.677
592461,3.411,1.565
548183,3.319,1.513
594838,3.411,1.565
592390,3.549,1.627
592752,3.575,1.681
592321,3.756,1.746
594897,3.411,1.565
592656,3.371,1.535
592822,3.49,1.601
592454,3.411,1.565
592496,3.467,1.589
592422,3.467,1.589
592109,3.575,1.681
594745,3.301,1.504
594959,3.575,1.681
592644,3.49,1.601
592127,3.411,1.565
592801,3.549,1.627
592219,3.319,1.513
592660,3.411,1.565
592253,3.371,1.535
534910,3.575,1.681
592199,3.319,1.513
592407,3.371,1.535
592244,3.467,1.589
592592,3.467,1.589
592464,3.549,1.627
595791,3.371,1.535
592284,3.49,1.601
592332,3.467,1.589
592636,3.467,1.589
592265,3.575,1.681
592290,3.49,1.601
592477,3.575,1.681
592188,3.467,1.589
594779,3.549,1.627
592125,3.549,1.627
592735,3.49,1.601
592629,3.371,1.535
592823,3.49,1.601
592813,3.549,1.627
592794,3.371,1.535
592107,3.319,1.513
592642,3.549,1.627
595028,3.49,1.601
547179,3.49,1.601
534754,3.411,1.565
592443,3.371,1.535
592786,3.549,1.627
592382,3.467,1.589
592670,3.301,1.504
592192,3.467,1.589
592442,3.49,1.601
594824,3.371,1.535
592612,3.467,1.589
592111,3.371,1.535
594840,3.549,1.627
592467,3.549,1.627
592723,3.49,1.601
592527,3.371,1.535
592491,3.411,1.565
592353,3.411,1.565
592546,3.49,1.601
594772,3.371,1.535
592270,3.411,1.565
592381,3.549,1.627
592283,3.411,1.565
592829,3.319,1.513
592697,3.467,1.589
571722,3.467,1.589
592502,3.467,1.589
592311,3.411,1.565
594973,3.411,1.565
594910,3.319,1.513
594777,3.301,1.504
592238,3.467,1.589
592170,3.549,1.627
593160,3.411,1.565
595025,3.467,1.589
594798,3.549,1.627
592739,3.575,1.681
594882,3.301,1.504
592557,3.319,1.513
534743,3.549,1.627
592680,3.49,1.601
592259,3.411,1.565
592793,3.656,1.677
592691,3.549,1.627
571861,3.49,1.601
592169,3.549,1.627
594904,3.411,1.565
534630,3.49,1.601
592101,3.411,1.565
592132,3.49,1.601
592388,3.301,1.504
592571,3.49,1.601
548290,3.301,1.504
592848,3.49,1.601
592728,3.319,1.513
592300,3.411,1.565
534627,3.301,1.504
592289,3.319,1.513
592570,3.411,1.565
592361,3.549,1.627
594998,3.411,1.565
592742,3.549,1.627
592587,3.411,1.565
594891,3.371,1.535
592268,3.371,1.535
534594,3.301,1.504
592501,3.49,1.601
592861,3.319,1.513
592419,3.49,1.601
592185,3.319,1.513
595010,3.319,1.513
592242,3.575,1.681
592325,3.319,1.513
592408,3.371,1.535
576396,3.411,1.565
592346,3.49,1.601
594918,3.371,1.535
594872,3.467,1.589
592473,3.49,1.601
594974,3.49,1.601
534580,3.319,1.513
594950,3.411,1.565
594920,3.301,1.504
592313,3.411,1.565
592458,3.575,1.681
592741,3.549,1.627
592478,3.549,1.627
592376,3.467,1.589
594795,3.467,1.589
594807,3.411,1.565
594822,3.467,1.589
592695,3.371,1.535
592626,3.411,1.565
594894,3.467,1.589
547175,3.285,1.487
592824,3.371,1.535
592662,3.467,1.589
594956,3.549,1.627
595611,3.371,1.535
594856,3.411,1.565
594788,3.319,1.513
592560,3.467,1.589
572082,3.411,1.565
592319,3.411,1.565
592227,3.319,1.513
592835,3.467,1.589
594895,3.319,1.513
571493,3.467,1.589
592666,3.49,1.601
592883,3.371,1.535
552662,3.467,1.589
594986,3.575,1.681
594886,3.371,1.535
594917,3.411,1.565
592675,3.49,1.601
576408,3.411,1.565
592868,3.549,1.627
592234,3.49,1.601
592471,3.549,1.627
592469,3.467,1.589
594972,3.371,1.535
592181,3.49,1.601
594884,3.467,1.589
594945,3.371,1.535
592351,3.549,1.627
592895,3.49,1.601
594806,3.371,1.535
592617,3.575,1.681
592610,3.756,1.746
594898,3.26,1.481
572048,3.301,1.504
594911,3.49,1.601
594964,3.285,1.487
592273,3.467,1.589
594951,3.49,1.601
592263,3.319,1.513
595023,3.411,1.565
592573,3.549,1.627
594763,3.467,1.589
592228,3.467,1.589
571698,3.301,1.504
592122,3.467,1.589
594999,3.49,1.601
572247,3.549,1.627
594934,3.371,1.535
592507,3.49,1.601
594770,3.411,1.565
592729,3.467,1.589
523265,3.467,1.589
594915,3.467,1.589
594591,3.467,1.589
571499,3.549,1.627
595021,3.467,1.589
594975,3.411,1.565
594861,3.467,1.589
594901,3.411,1.565
595011,3.656,1.677
592755,3.467,1.589
592096,3.49,1.601
592668,3.49,1.601
592600,3.371,1.535
592409,3.467,1.589
592768,3.285,1.487
594796,3.575,1.681
571679,3.467,1.589
594949,3.371,1.535
594930,3.467,1.589
592411,3.411,1.565
592277,3.371,1.535
545142,3.467,1.589
592095,3.467,1.589
594948,3.549,1.627
594746,3.549,1.627
592392,3.49,1.601
592452,3.467,1.589
594889,3.371,1.535
594771,3.371,1.535
592338,3.467,1.589
592687,3.371,1.535
594816,3.49,1.601
594885,3.49,1.601
592787,3.467,1.589
595000,3.467,1.589
592859,3.467,1.589
595032,3.549,1.627
592395,3.49,1.601
594881,3.371,1.535
594776,3.49,1.601
592102,3.411,1.565
548300,3.371,1.535
592405,3.319,1.513
592647,3.467,1.589
594888,3.301,1.504
592380,3.49,1.601
594825,3.411,1.565
592737,3.301,1.504
594968,3.49,1.601
595036,3.549,1.627
595005,3.371,1.535
592492,3.549,1.627
571524,3.49,1.601
592487,3.467,1.589
594961,3.49,1.601
592275,3.467,1.589
594944,3.467,1.589
592709,3.575,1.681
572368,3.467,1.589
594846,3.656,1.677
594976,3.319,1.513
596306,3.467,1.589
594994,3.26,1.481
594811,3.549,1.627
593161,3.549,1.627
592186,3.371,1.535
594793,3.467,1.589
595016,3.549,1.627
594867,3.49,1.601
594960,3.301,1.504
594990,3.371,1.535
594826,3.301,1.504
594766,3.371,1.535
594736,3.549,1.627
594907,3.319,1.513
592711,3.371,1.535
594843,3.467,1.589
594943,3.49,1.601
592134,3.549,1.627
592269,3.467,1.589
592205,3.319,1.513
594747,3.467,1.589
592329,3.371,1.535
594931,3.301,1.504
594927,3.371,1.535
595029,3.371,1.535
592820,3.549,1.627
571530,3.467,1.589
594786,3.411,1.565
594963,3.49,1.601
594909,3.301,1.504
594924,3.371,1.535
594908,3.467,1.589
592178,3.575,1.681
548330,3.411,1.565
594879,3.371,1.535
594741,3.371,1.535
592106,3.301,1.504
593148,3.371,1.535
571720,3.467,1.589
592100,3.656,1.677
595031,3.411,1.565
592634,3.371,1.535
548351,3.467,1.589
592209,3.49,1.601
594767,3.319,1.513
592427,3.656,1.677
594933,3.411,1.565
592288,3.549,1.627
595037,3.656,1.677
592175,3.285,1.487
594809,3.285,1.487
592444,3.467,1.589
592599,3.49,1.601
592214,3.411,1.565
594827,3.319,1.513
592099,3.467,1.589
594942,3.467,1.589
592858,3.49,1.601
592307,3.549,1.627
571906,3.319,1.513
592218,3.319,1.513
592396,3.575,1.681
592116,3.49,1.601
593147,3.49,1.601
594966,3.319,1.513
592771,3.467,1.589
594947,3.371,1.535
592280,3.467,1.589
594953,3.467,1.589
594781,3.301,1.504
592428,3.49,1.601
594761,3.411,1.565
592449,3.371,1.535
594937,3.319,1.513
594749,3.411,1.565
594787,3.467,1.589
594863,3.411,1.565
594731,3.371,1.535
594755,3.49,1.601
592657,3.371,1.535
534592,3.371,1.535
594970,3.319,1.513
595020,3.411,1.565
576403,3.49,1.601
592677,3.371,1.535
592855,3.467,1.589
594935,3.319,1.513
592533,3.49,1.601
592870,3.467,1.589
594906,3.301,1.504
594762,3.467,1.589
594913,3.371,1.535
594919,3.411,1.565
595024,3.575,1.681
592391,3.656,1.677
592740,3.467,1.589
594869,3.549,1.627
594814,3.467,1.589
592699,3.371,1.535
592198,3.49,1.601
571577,3.49,1.601
594900,3.179,1.474
592439,3.285,1.487
594760,3.575,1.681
594735,3.575,1.681
592529,3.371,1.535
595001,3.467,1.589
592448,3.549,1.627
594992,3.575,1.681
594558,3.656,1.677
571893,3.49,1.601
594845,3.319,1.513
594923,3.371,1.535
592297,3.756,1.746
595018,3.467,1.589
592118,3.467,1.589
594832,3.371,1.535
592581,3.575,1.681
571595,3.467,1.589
594875,3.549,1.627
594929,3.549,1.627
592401,3.467,1.589
594991,3.467,1.589
594941,3.411,1.565
594841,3.549,1.627
592852,3.549,1.627
592576,3.301,1.504
592364,3.467,1.589
594751,3.301,1.504
595019,3.371,1.535
592472,3.371,1.535
592485,3.371,1.535
592394,3.411,1.565
594773,3.411,1.565
643464,3.371,1.535
594985,3.549,1.627
594971,3.371,1.535
592853,3.411,1.565
595008,3.371,1.535
548356,3.371,1.535
594870,3.49,1.601
592481,3.467,1.589
594785,3.371,1.535
592267,3.49,1.601
592616,3.49,1.601
594914,3.319,1.513
592344,3.467,1.589
534803,3.411,1.565
594753,3.549,1.627
594905,3.467,1.589
592732,3.656,1.677
592301,3.549,1.627
594828,3.549,1.627
592324,3.49,1.601
592635,3.319,1.513
595014,3.575,1.681
594742,3.549,1.627
594946,3.411,1.565
571845,3.411,1.565
592156,3.575,1.681
594892,3.467,1.589
592153,3.49,1.601
592416,3.371,1.535
534947,3.575,1.681
594833,3.49,1.601
592811,3.549,1.627
506924,3.371,1.535
592340,3.49,1.601
571629,3.467,1.589
594859,3.411,1.565
594830,3.467,1.589
594965,3.49,1.601
594969,3.411,1.565
592224,3.549,1.627
548319,3.319,1.513
594757,3.371,1.535
548357,3.411,1.565
594810,3.467,1.589
592886,3.756,1.746
594778,3.301,1.504
571969,3.549,1.627
594926,3.371,1.535
594987,3.49,1.601
595041,3.371,1.535
534906,3.411,1.565
592331,3.467,1.589
595007,3.656,1.677
592651,3.467,1.589
592563,3.411,1.565
595030,3.49,1.601
595012,3.411,1.565
595033,3.371,1.535
594587,3.319,1.513
592673,3.319,1.513
592772,3.656,1.677
592889,3.411,1.565
592796,3.49,1.601
594874,3.49,1.601
594896,3.467,1.589
592652,3.467,1.589
592550,3.411,1.565
594977,3.411,1.565
594864,3.549,1.627
594831,3.319,1.513
594903,3.371,1.535
592641,3.411,1.565
594801,3.371,1.535
594902,3.549,1.627
594775,3.467,1.589
592369,3.301,1.504
594769,3.467,1.589
548302,3.411,1.565
592336,3.49,1.601
594940,3.411,1.565
506987,3.319,1.513
594815,3.549,1.627
594774,3.411,1.565
592235,3.49,1.601
592438,3.49,1.601
594938,3.301,1.504
594740,3.467,1.589
595009,3.411,1.565
594988,3.411,1.565
592614,3.467,1.589
594979,3.49,1.601
592400,3.467,1.589
592404,3.49,1.601
594887,3.688,1.747
592819,3.411,1.565
594980,3.26,1.481
595027,3.549,1.627
594850,3.467,1.589
571676,3.575,1.681
592113,3.285,1.487
592139,3.549,1.627
594829,3.656,1.677
594871,3.656,1.677
595035,3.301,1.504
548376,3.467,1.589
592762,3.411,1.565
548323,3.371,1.535
594854,3.467,1.589
592222,3.49,1.601
594792,3.371,1.535
594995,3.467,1.589
592515,3.467,1.589
594957,3.285,1.487
594981,3.467,1.589
594836,3.285,1.487
594797,3.49,1.601
594967,3.49,1.601
592294,3.467,1.589
595026,3.756,1.746
595013,3.467,1.589
594857,3.549,1.627
594839,3.549,1.627
594733,3.49,1.601
594962,3.319,1.513
592459,3.301,1.504
572090,3.319,1.513
592874,3.549,1.627
594734,3.411,1.565
592891,3.301,1.504
594813,3.411,1.565
594842,3.411,1.565
594804,3.467,1.589
594925,3.467,1.589
594849,3.285,1.487
594890,3.549,1.627
594759,3.411,1.565
592681,3.549,1.627
592646,3.371,1.535
594802,3.301,1.504
592832,3.549,1.627
594853,3.301,1.504
594799,3.549,1.627
594862,3.49,1.601
594899,3.49,1.601
594984,3.411,1.565
594912,3.319,1.513
592138,3.411,1.565
474206,3.49,1.601
594750,3.411,1.565
594866,3.467,1.589
592445,3.319,1.513
594939,3.301,1.504
594808,3.371,1.535
594765,3.549,1.627
594848,3.411,1.565
594921,3.467,1.589
592694,3.319,1.513
592184,3.467,1.589
592251,3.319,1.513
594983,3.49,1.601
594790,3.467,1.589
594955,3.371,1.535
594835,3.411,1.565
592482,3.467,1.589
572017,3.49,1.601
592248,3.467,1.589
592766,3.371,1.535
594880,3.49,1.601
594997,3.467,1.589
594982,3.319,1.513
592151,3.49,1.601
592398,3.49,1.601
595042,3.411,1.565
592465,3.467,1.589
592769,3.656,1.677
594922,3.467,1.589
594855,3.467,1.589
595015,3.575,1.681
594916,3.319,1.513
595006,3.656,1.677
594858,3.467,1.589
594819,3.411,1.565
594958,3.285,1.487
592655,3.467,1.589
594978,3.411,1.565
594837,3.549,1.627
474521,3.411,1.565
594737,3.285,1.487
594865,3.301,1.504
595314,3.319,1.513
595440,3.49,1.601
595221,3.49,1.601
592341,3.319,1.513
595466,3.411,1.565
595134,3.411,1.565
595217,3.411,1.565
592450,3.756,1.746
592140,3.49,1.601
595171,3.411,1.565
595473,3.49,1.601
595325,3.467,1.589
595396,3.575,1.681
595281,3.411,1.565
595400,3.467,1.589
592509,3.319,1.513
595373,3.411,1.565
592622,3.26,1.481
595241,3.49,1.601
595349,3.285,1.487
576393,3.371,1.535
595163,3.575,1.681
592669,3.411,1.565
595420,3.467,1.589
592337,3.411,1.565
595304,3.467,1.589
592686,3.467,1.589
592368,3.467,1.589
595380,3.467,1.589
595198,3.49,1.601
592216,3.467,1.589
595321,3.411,1.565
595199,3.371,1.535
571547,3.371,1.535
595386,3.411,1.565
595189,3.371,1.535
571708,3.467,1.589
595176,3.319,1.513
592549,3.549,1.627
595383,3.411,1.565
571587,3.371,1.535
595166,3.319,1.513
592561,3.549,1.627
595111,3.319,1.513
595193,3.371,1.535
595107,3.179,1.474
595132,3.371,1.535
595418,3.49,1.601
595411,3.411,1.565
595192,3.411,1.565
595315,3.371,1.535
595300,3.549,1.627
595459,3.467,1.589
595152,3.319,1.513
595350,3.549,1.627
595340,3.656,1.677
595216,3.371,1.535
595219,3.411,1.565
548298,3.301,1.504
592781,3.319,1.513
595414,3.688,1.747
592637,3.411,1.565
592759,3.49,1.601
592558,3.371,1.535
571779,3.411,1.565
595439,3.26,1.481
595122,3.49,1.601
595433,3.549,1.627
595184,3.549,1.627
595157,3.371,1.535
592367,3.575,1.681
592158,3.49,1.601
592174,3.49,1.601
592775,3.26,1.481
592147,3.49,1.601
592489,3.301,1.504
592725,3.411,1.565
592225,3.319,1.513
595292,3.411,1.565
595365,3.549,1.627
592243,3.301,1.504
592306,3.467,1.589
595243,3.319,1.513
595437,3.371,1.535
595458,3.371,1.535
595393,3.411,1.565
595206,3.411,1.565
548354,3.467,1.589
572392,3.371,1.535
595177,3.756,1.746
595174,3.285,1.487
592731,3.371,1.535
595226,3.371,1.535
595470,3.467,1.589
657643,3.49,1.601
595346,3.371,1.535
595339,3.656,1.677
595183,3.319,1.513
595151,3.49,1.601
595201,3.411,1.565
592831,3.49,1.601
592345,3.411,1.565
592287,3.411,1.565
595119,3.575,1.681
592130,3.411,1.565
592869,3.467,1.589
506999,3.371,1.535
592528,3.411,1.565
592108,3.49,1.601
592250,3.49,1.601
595351,3.49,1.601
595235,3.549,1.627
595110,3.549,1.627
592504,3.467,1.589
595115,3.467,1.589
595407,3.467,1.589
595207,3.371,1.535
595362,3.467,1.589
595375,3.411,1.565
595377,3.575,1.681
592114,3.411,1.565
595126,3.688,1.747
592249,3.575,1.681
592279,3.49,1.601
595237,3.575,1.681
595218,3.301,1.504
595223,3.411,1.565
592856,3.549,1.627
595225,3.319,1.513
595231,3.371,1.535
595265,3.49,1.601
592164,3.467,1.589
595180,3.319,1.513
595419,3.411,1.565
595212,3.319,1.513
592551,3.319,1.513
595289,3.49,1.601
534742,3.371,1.535
595287,3.467,1.589
592296,3.467,1.589
592701,3.371,1.535
595436,3.371,1.535
595319,3.301,1.504
595406,3.301,1.504
547168,3.49,1.601
595286,3.319,1.513
572026,3.49,1.601
592359,3.411,1.565
595457,3.371,1.535
572173,3.549,1.627
595310,3.411,1.565
595361,3.411,1.565
643338,3.49,1.601
595397,3.319,1.513
595296,3.49,1.601
595344,3.411,1.565
592119,3.49,1.601
595280,3.549,1.627
643420,3.467,1.589
595185,3.467,1.589
592578,3.549,1.627
595367,3.319,1.513
595423,3.467,1.589
595416,3.49,1.601
592286,3.319,1.513
592463,3.549,1.627
595405,3.371,1.535
595451,3.371,1.535
592440,3.411,1.565
595430,3.371,1.535
592402,3.371,1.535
595297,3.319,1.513
595168,3.656,1.677
595228,3.467,1.589
592624,3.371,1.535
592683,3.411,1.565
595328,3.411,1.565
592315,3.49,1.601
595338,3.301,1.504
595195,3.319,1.513
552655,3.411,1.565
571886,3.371,1.535
592715,3.467,1.589
595399,3.467,1.589
592308,3.371,1.535
595113,3.49,1.601
592827,3.49,1.601
595188,3.371,1.535
595454,3.549,1.627
548329,3.49,1.601
595450,3.411,1.565
595316,3.467,1.589
595342,3.467,1.589
595172,3.467,1.589
592878,3.371,1.535
595136,3.319,1.513
595142,3.371,1.535
595369,3.319,1.513
592745,3.49,1.601
595175,3.411,1.565
595429,3.49,1.601
595376,3.301,1.504
592833,3.49,1.601
595169,3.301,1.504
595254,3.371,1.535
595402,3.49,1.601
595343,3.411,1.565
594589,3.49,1.601
594576,3.301,1.504
595401,3.656,1.677
595109,3.49,1.601
592517,3.549,1.627
595288,3.411,1.565
595317,3.301,1.504
595155,3.411,1.565
595125,3.575,1.681
595442,3.49,1.601
595354,3.319,1.513
592548,3.467,1.589
595170,3.467,1.589
595312,3.467,1.589
595381,3.411,1.565
595108,3.301,1.504
595144,3.371,1.535
595178,3.467,1.589
595165,3.467,1.589
571580,3.319,1.513
592201,3.319,1.513
595156,3.467,1.589
592779,3.49,1.601
595323,3.371,1.535
595190,3.371,1.535
592756,3.411,1.565
595131,3.371,1.535
592611,3.49,1.601
592356,3.49,1.601
592760,3.371,1.535
592176,3.49,1.601
595327,3.319,1.513
572275,3.411,1.565
595252,3.371,1.535
595158,3.411,1.565
592165,3.549,1.627
594570,3.371,1.535
595162,3.467,1.589
592608,3.301,1.504
595222,3.371,1.535
595147,3.467,1.589
595443,3.656,1.677
592149,3.371,1.535
595161,3.549,1.627
595291,3.371,1.535
595112,3.411,1.565
595284,3.411,1.565
595164,3.467,1.589
594574,3.549,1.627
595364,3.82,1.665
595409,3.371,1.535
595371,3.49,1.601
595308,3.301,1.504
595359,3.467,1.589
595271,3.467,1.589
595307,3.371,1.535
592413,3.371,1.535
592569,3.49,1.601
592893,3.549,1.627
595463,3.371,1.535
595250,3.301,1.504
592648,3.411,1.565
595425,3.319,1.513
595303,3.688,1.747
595360,3.411,1.565
595135,3.467,1.589
595202,3.371,1.535
592430,3.301,1.504
595210,3.285,1.487
595224,3.549,1.627
595445,3.371,1.535
595295,3.549,1.627
595358,3.301,1.504
592414,3.49,1.601
595181,3.319,1.513
592594,3.411,1.565
592613,3.49,1.601
595118,3.411,1.565
595229,3.371,1.535
595452,3.656,1.677
595154,3.411,1.565
592232,3.467,1.589
595378,3.467,1.589
592162,3.467,1.589
595357,3.49,1.601
595159,3.301,1.504
592864,3.301,1.504
592753,3.575,1.681
595329,3.549,1.627
630155,3.411,1.565
592511,3.49,1.601
595251,3.688,1.747
595186,3.301,1.504
572268,3.756,1.746
595455,3.301,1.504
595129,3.371,1.535
572185,3.301,1.504
592393,3.301,1.504
571747,3.549,1.627
595249,3.301,1.504
595403,3.656,1.677
595149,3.467,1.589
595259,3.411,1.565
595345,3.467,1.589
595465,3.49,1.601
594860,3.411,1.565
595143,3.371,1.535
595128,3.575,1.681
595120,3.467,1.589
592217,3.411,1.565
595387,3.49,1.601
595441,3.49,1.601
595392,3.467,1.589
571641,3.371,1.535
592129,3.371,1.535
592403,3.371,1.535
595453,3.467,1.589
592765,3.371,1.535
595123,3.371,1.535
592399,3.411,1.565
595320,3.371,1.535
595233,3.301,1.504
595426,3.411,1.565
595232,3.319,1.513
595220,3.467,1.589
592457,3.411,1.565
592424,3.301,1.504
595148,3.371,1.535
595160,3.467,1.589
595330,3.301,1.504
595263,3.285,1.487
595138,3.467,1.589
595285,3.371,1.535
595334,3.371,1.535
592258,3.49,1.601
595431,3.49,1.601
595104,3.49,1.601
595326,3.319,1.513
592676,3.549,1.627
595322,3.549,1.627
595121,3.411,1.565
595275,3.467,1.589
595444,3.467,1.589
592553,3.49,1.601
595137,3.411,1.565
592712,3.756,1.746
595464,3.49,1.601
595474,3.301,1.504
595462,3.467,1.589
595448,3.319,1.513
595196,3.319,1.513
592163,3.411,1.565
592264,3.411,1.565
595242,3.411,1.565
595167,3.467,1.589
595333,3.467,1.589
595117,3.411,1.565
595211,3.467,1.589
595335,3.467,1.589
595302,3.575,1.681
595145,3.467,1.589
595456,3.575,1.681
592358,3.49,1.601
595239,3.319,1.513
595130,3.371,1.535
595209,3.575,1.681
595214,3.371,1.535
595273,3.285,1.487
595424,3.411,1.565
595266,3.371,1.535
534920,3.319,1.513
595461,3.411,1.565
592810,3.371,1.535
595379,3.49,1.601
595234,3.575,1.681
592312,2.8,1.34
592431,3.575,1.681
602515,3.371,1.535
595208,3.301,1.504
592751,3.575,1.681
595417,3.467,1.589
595368,3.549,1.627
595204,3.756,1.746
595227,3.371,1.535
595191,3.549,1.627
592434,3.549,1.627
595449,3.549,1.627
595299,3.467,1.589
592091,3.575,1.681
643470,3.411,1.565
595268,3.549,1.627
595257,3.411,1.565
595255,3.575,1.681
592698,3.467,1.589
571955,3.756,1.746
592800,3.467,1.589
643303,3.467,1.589
592316,3.411,1.565
